time,u_in,Vin,f_cmd,f_m,integral,uff
0.360,1.184993,1.184993,4.00,2.983930,0.337444,1.209231
0.361,1.190782,1.190782,4.00,2.975808,0.338468,1.209231
0.362,1.195856,1.195856,4.00,2.968706,0.339500,1.209231
0.363,1.209104,1.209104,4.00,2.949930,0.340550,1.209231
0.364,1.213708,1.213708,4.00,2.943503,0.341606,1.209231
0.365,1.220343,1.220343,4.00,2.934178,0.342672,1.209231
0.366,1.226158,1.226158,4.00,2.926024,0.343746,1.209231
0.367,1.226857,1.226857,4.00,2.925178,0.344821,1.209231
0.368,1.236280,1.236280,4.00,2.911872,0.345909,1.209231
0.369,1.247257,1.247257,4.00,2.896349,0.347013,1.209231
0.370,1.247367,1.247367,4.00,2.896349,0.348116,1.209231
0.371,1.272275,1.272275,4.00,2.860929,0.349255,1.209231
0.372,1.276052,1.276052,4.00,2.855697,0.350400,1.209231
0.373,1.283768,1.283768,4.00,2.844839,0.351555,1.209231
0.374,1.304586,1.304586,4.00,2.815268,0.352740,1.209231
0.375,1.317547,1.317547,4.00,2.796925,0.353943,1.209231
0.376,1.320098,1.320098,4.00,2.793452,0.355149,1.209231
0.377,1.322345,1.322345,4.00,2.790416,0.356359,1.209231
0.378,1.319925,1.319925,4.00,2.794045,0.357565,1.209231
0.379,1.341170,1.341170,4.00,2.763872,0.358801,1.209231
0.380,1.345215,1.345215,4.00,2.758270,0.360043,1.209231
0.381,1.353168,1.353168,4.00,2.747088,0.361295,1.209231
0.382,1.368935,1.368935,4.00,2.724746,0.362571,1.209231
0.383,1.378340,1.378340,4.00,2.711494,0.363859,1.209231
0.384,1.414561,1.414561,4.00,2.659941,0.365199,1.209231
0.385,1.422670,1.422670,4.00,2.648549,0.366551,1.209231
0.386,1.429778,1.429778,4.00,2.638590,0.367912,1.209231
0.387,1.436011,1.436011,4.00,2.629882,0.369282,1.209231
0.388,1.432681,1.432681,4.00,2.634834,0.370647,1.209231
0.389,1.434827,1.434827,4.00,2.631963,0.372015,1.209231
0.390,1.436079,1.436079,4.00,2.630371,0.373385,1.209231
0.391,1.437191,1.437191,4.00,2.628979,0.374756,1.209231
0.392,1.424983,1.424983,4.00,2.646611,0.376110,1.209231
0.393,1.427522,1.427522,4.00,2.643178,0.377466,1.209231
0.394,1.432167,1.432167,4.00,2.636738,0.378830,1.209231
0.395,1.435732,1.435732,4.00,2.631839,0.380198,1.209231
0.396,1.423777,1.423777,4.00,2.649112,0.381549,1.209231
0.397,1.413338,1.413338,4.00,2.664214,0.382884,1.209231
0.398,1.408626,1.408626,4.00,2.671136,0.384213,1.209231
0.399,1.395725,1.395725,4.00,2.689754,0.385524,1.209231
